bootstrap,resample,delta_f1,delta_fpr
event,"[(2550, 2490, 2610), (22, 0, 82), (2147, 2087, 2207), (5784, 5724, 5844), (5597, 5537, 5657), (5031, 4971, 5091), (1860, 1800, 1920), (2550, 2490, 2610), (590, 530, 650), (5597, 5537, 5657), (2147, 2087, 2207), (5597, 5537, 5657), (590, 530, 650)]",-0.09196674711974606,-0.043701799485861184
event,"[(3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (3884, 3824, 3944), (2147, 2087, 2207), (5597, 5537, 5657), (2550, 2490, 2610), (22, 0, 82), (2550, 2490, 2610), (5031, 4971, 5091), (590, 530, 650), (1860, 1800, 1920), (4724, 4664, 4784)]",-0.07521201187962606,-0.046868342564976566
event,"[(4724, 4664, 4784), (4501, 4441, 4561), (590, 530, 650), (1860, 1800, 1920), (4501, 4441, 4561), (1860, 1800, 1920), (376, 316, 436), (3884, 3824, 3944), (2147, 2087, 2207), (2147, 2087, 2207), (590, 530, 650), (5597, 5537, 5657), (1860, 1800, 1920)]",-0.08945141702794263,-0.0462243474795776
event,"[(2147, 2087, 2207), (3884, 3824, 3944), (5597, 5537, 5657), (590, 530, 650), (22, 0, 82), (376, 316, 436), (5597, 5537, 5657), (2147, 2087, 2207), (1860, 1800, 1920), (590, 530, 650), (5031, 4971, 5091), (22, 0, 82), (2147, 2087, 2207)]",-0.09018053385017133,-0.04350405378683014
event,"[(4724, 4664, 4784), (376, 316, 436), (3884, 3824, 3944), (3884, 3824, 3944), (376, 316, 436), (4501, 4441, 4561), (5784, 5724, 5844), (2867, 2807, 2927), (2867, 2807, 2927), (2867, 2807, 2927), (2550, 2490, 2610), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.04283270593747103,-0.054474708171206226
event,"[(2867, 2807, 2927), (2867, 2807, 2927), (5597, 5537, 5657), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (2550, 2490, 2610), (376, 316, 436), (376, 316, 436), (2867, 2807, 2927), (1860, 1800, 1920), (4501, 4441, 4561), (4724, 4664, 4784)]",-0.08861727229825389,-0.04552878726010617
event,"[(5597, 5537, 5657), (4501, 4441, 4561), (590, 530, 650), (5784, 5724, 5844), (3884, 3824, 3944), (2867, 2807, 2927), (2147, 2087, 2207), (590, 530, 650), (1860, 1800, 1920), (2550, 2490, 2610), (4724, 4664, 4784), (2550, 2490, 2610), (5031, 4971, 5091)]",-0.11848581595663307,-0.03951890034364261
event,"[(5031, 4971, 5091), (2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (1860, 1800, 1920), (5784, 5724, 5844), (5031, 4971, 5091), (590, 530, 650), (4501, 4441, 4561), (5597, 5537, 5657)]",-0.13473485463699855,-0.036642522368981675
event,"[(2550, 2490, 2610), (5031, 4971, 5091), (3884, 3824, 3944), (5784, 5724, 5844), (2867, 2807, 2927), (590, 530, 650), (22, 0, 82), (1860, 1800, 1920), (1860, 1800, 1920), (2550, 2490, 2610), (4724, 4664, 4784), (4501, 4441, 4561), (5597, 5537, 5657)]",-0.09422492401215812,-0.045164039198977414
event,"[(590, 530, 650), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (4724, 4664, 4784), (1860, 1800, 1920), (4724, 4664, 4784), (376, 316, 436), (22, 0, 82), (2550, 2490, 2610), (2550, 2490, 2610), (22, 0, 82), (2867, 2807, 2927)]",-0.12404470657067906,-0.04172434249555072
event,"[(5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927), (3884, 3824, 3944), (5031, 4971, 5091), (2147, 2087, 2207), (4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.0799612840345543,-0.04781829049611476
event,"[(4724, 4664, 4784), (5031, 4971, 5091), (5597, 5537, 5657), (1860, 1800, 1920), (2147, 2087, 2207), (1860, 1800, 1920), (3884, 3824, 3944), (4501, 4441, 4561), (2550, 2490, 2610), (2550, 2490, 2610), (5597, 5537, 5657), (5031, 4971, 5091), (590, 530, 650)]",-0.06793770646531383,-0.047570436913025725
event,"[(4724, 4664, 4784), (376, 316, 436), (2147, 2087, 2207), (1860, 1800, 1920), (2867, 2807, 2927), (2147, 2087, 2207), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (5031, 4971, 5091), (5784, 5724, 5844), (4724, 4664, 4784), (2867, 2807, 2927)]",-0.06620103822557816,-0.04899959167006941
event,"[(5031, 4971, 5091), (2147, 2087, 2207), (3884, 3824, 3944), (4724, 4664, 4784), (22, 0, 82), (2550, 2490, 2610), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (4724, 4664, 4784), (5784, 5724, 5844), (376, 316, 436), (590, 530, 650)]",-0.026509329531970438,-0.0526742301458671
event,"[(22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (376, 316, 436), (5597, 5537, 5657), (5597, 5537, 5657), (5784, 5724, 5844), (4501, 4441, 4561), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920), (3884, 3824, 3944), (2867, 2807, 2927)]",-0.10908743400043003,-0.04619124797406807
event,"[(5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (22, 0, 82), (3884, 3824, 3944), (22, 0, 82), (4724, 4664, 4784), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091), (4724, 4664, 4784), (2550, 2490, 2610)]",-0.04488650276958389,-0.04963417045679257
event,"[(2867, 2807, 2927), (22, 0, 82), (2867, 2807, 2927), (22, 0, 82), (5597, 5537, 5657), (5031, 4971, 5091), (5784, 5724, 5844), (3884, 3824, 3944), (22, 0, 82), (5784, 5724, 5844), (3884, 3824, 3944), (5597, 5537, 5657), (2147, 2087, 2207)]",-0.16143790849673206,-0.03650057937427578
event,"[(2867, 2807, 2927), (4501, 4441, 4561), (2147, 2087, 2207), (5784, 5724, 5844), (2550, 2490, 2610), (4501, 4441, 4561), (2550, 2490, 2610), (2867, 2807, 2927), (5031, 4971, 5091), (2867, 2807, 2927), (3884, 3824, 3944), (5031, 4971, 5091), (2867, 2807, 2927)]",-0.07790513338744731,-0.04688715953307393
event,"[(2867, 2807, 2927), (2147, 2087, 2207), (3884, 3824, 3944), (1860, 1800, 1920), (1860, 1800, 1920), (5597, 5537, 5657), (22, 0, 82), (5031, 4971, 5091), (22, 0, 82), (5031, 4971, 5091), (376, 316, 436), (5784, 5724, 5844), (1860, 1800, 1920)]",-0.1409424300583743,-0.03808752025931929
event,"[(590, 530, 650), (4724, 4664, 4784), (22, 0, 82), (5031, 4971, 5091), (2147, 2087, 2207), (4724, 4664, 4784), (4724, 4664, 4784), (4724, 4664, 4784), (3884, 3824, 3944), (2550, 2490, 2610), (2867, 2807, 2927), (22, 0, 82), (5031, 4971, 5091)]",-0.0927996777904816,-0.04192208819458177
event,"[(5031, 4971, 5091), (5031, 4971, 5091), (5597, 5537, 5657), (22, 0, 82), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (4501, 4441, 4561), (2550, 2490, 2610), (4501, 4441, 4561), (1860, 1800, 1920), (1860, 1800, 1920), (5031, 4971, 5091)]",-0.11521373489568404,-0.041922088194581764
event,"[(1860, 1800, 1920), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091), (22, 0, 82), (22, 0, 82), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944), (590, 530, 650), (5784, 5724, 5844), (5031, 4971, 5091), (22, 0, 82)]",-0.032076767847684484,-0.05161162744710303
event,"[(22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (5784, 5724, 5844), (5597, 5537, 5657), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (590, 530, 650), (3884, 3824, 3944), (4501, 4441, 4561), (5597, 5537, 5657), (5031, 4971, 5091)]",-0.08535944381176888,-0.044773095623987035
event,"[(2867, 2807, 2927), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561), (2147, 2087, 2207), (1860, 1800, 1920), (4724, 4664, 4784), (4724, 4664, 4784), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (4724, 4664, 4784), (376, 316, 436)]",-0.0941774758529769,-0.04669260700389106
event,"[(5597, 5537, 5657), (2867, 2807, 2927), (4724, 4664, 4784), (4501, 4441, 4561), (4501, 4441, 4561), (2867, 2807, 2927), (22, 0, 82), (5784, 5724, 5844), (3884, 3824, 3944), (1860, 1800, 1920), (5784, 5724, 5844), (3884, 3824, 3944), (590, 530, 650)]",-0.12393186216343208,-0.04294975688816856
event,"[(2147, 2087, 2207), (590, 530, 650), (5597, 5537, 5657), (1860, 1800, 1920), (4724, 4664, 4784), (3884, 3824, 3944), (590, 530, 650), (4501, 4441, 4561), (5597, 5537, 5657), (4724, 4664, 4784), (2550, 2490, 2610), (4501, 4441, 4561), (1860, 1800, 1920)]",-0.08590020521485164,-0.046423590356644756
event,"[(2147, 2087, 2207), (5031, 4971, 5091), (22, 0, 82), (590, 530, 650), (1860, 1800, 1920), (22, 0, 82), (5784, 5724, 5844), (22, 0, 82), (5784, 5724, 5844), (376, 316, 436), (376, 316, 436), (22, 0, 82), (1860, 1800, 1920)]",-0.03803921568627455,-0.050212437234453455
event,"[(2550, 2490, 2610), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (2147, 2087, 2207), (4501, 4441, 4561), (2147, 2087, 2207), (2550, 2490, 2610), (5031, 4971, 5091), (5784, 5724, 5844), (5597, 5537, 5657), (5031, 4971, 5091), (3884, 3824, 3944)]",-0.07789748756413062,-0.04706347636938897
event,"[(1860, 1800, 1920), (2550, 2490, 2610), (2867, 2807, 2927), (2147, 2087, 2207), (4501, 4441, 4561), (1860, 1800, 1920), (4724, 4664, 4784), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657)]",-0.16339382904425673,-0.037373937116867706
event,"[(3884, 3824, 3944), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (4501, 4441, 4561), (22, 0, 82), (2867, 2807, 2927), (1860, 1800, 1920), (376, 316, 436), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (5031, 4971, 5091)]",-0.13367189493955772,-0.03642948444823178
event,"[(5597, 5537, 5657), (2867, 2807, 2927), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (3884, 3824, 3944), (2550, 2490, 2610), (590, 530, 650), (2867, 2807, 2927), (2550, 2490, 2610), (2147, 2087, 2207), (376, 316, 436), (4724, 4664, 4784)]",-0.15441510245363102,-0.03464343598055105
event,"[(3884, 3824, 3944), (5784, 5724, 5844), (5031, 4971, 5091), (590, 530, 650), (1860, 1800, 1920), (3884, 3824, 3944), (2550, 2490, 2610), (5597, 5537, 5657), (5784, 5724, 5844), (1860, 1800, 1920), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657)]",-0.026419936698721946,-0.054194062562263404
event,"[(590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (4724, 4664, 4784), (4724, 4664, 4784), (2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (22, 0, 82), (3884, 3824, 3944), (590, 530, 650), (5031, 4971, 5091), (2867, 2807, 2927)]",-0.09496571606049264,-0.042747163695299836
event,"[(590, 530, 650), (22, 0, 82), (3884, 3824, 3944), (3884, 3824, 3944), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (1860, 1800, 1920), (5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.06358156613606553,-0.04983191615582361
event,"[(2867, 2807, 2927), (2867, 2807, 2927), (590, 530, 650), (4724, 4664, 4784), (1860, 1800, 1920), (22, 0, 82), (2147, 2087, 2207), (2147, 2087, 2207), (22, 0, 82), (376, 316, 436), (2550, 2490, 2610), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.10876291122808973,-0.042747163695299836
event,"[(1860, 1800, 1920), (1860, 1800, 1920), (4501, 4441, 4561), (22, 0, 82), (2550, 2490, 2610), (2867, 2807, 2927), (376, 316, 436), (5784, 5724, 5844), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.11247155540190934,-0.04382139148494289
event,"[(3884, 3824, 3944), (376, 316, 436), (3884, 3824, 3944), (2867, 2807, 2927), (4501, 4441, 4561), (5031, 4971, 5091), (22, 0, 82), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610)]",-0.047940148893304085,-0.052128764278296984
event,"[(22, 0, 82), (5031, 4971, 5091), (3884, 3824, 3944), (5031, 4971, 5091), (376, 316, 436), (4501, 4441, 4561), (5784, 5724, 5844), (4501, 4441, 4561), (376, 316, 436), (5784, 5724, 5844), (5031, 4971, 5091), (5597, 5537, 5657), (4501, 4441, 4561)]",-0.03729847494553376,-0.05349555813055233
event,"[(590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650), (22, 0, 82), (5597, 5537, 5657), (22, 0, 82), (376, 316, 436), (3884, 3824, 3944), (3884, 3824, 3944)]",-0.10944875837920512,-0.043504053786830144
event,"[(2867, 2807, 2927), (4724, 4664, 4784), (2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (4501, 4441, 4561), (590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (2147, 2087, 2207), (3884, 3824, 3944), (376, 316, 436)]",-0.08207645115620568,-0.04552878726010617
event,"[(22, 0, 82), (22, 0, 82), (376, 316, 436), (5031, 4971, 5091), (2867, 2807, 2927), (376, 316, 436), (2147, 2087, 2207), (1860, 1800, 1920), (2147, 2087, 2207), (3884, 3824, 3944), (4724, 4664, 4784), (2147, 2087, 2207), (2867, 2807, 2927)]",-0.08795461898188228,-0.04508601937907851
event,"[(4501, 4441, 4561), (3884, 3824, 3944), (3884, 3824, 3944), (22, 0, 82), (5597, 5537, 5657), (2147, 2087, 2207), (2867, 2807, 2927), (5031, 4971, 5091), (22, 0, 82), (4501, 4441, 4561), (5784, 5724, 5844), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.1377151207702538,-0.038290113452188
event,"[(22, 0, 82), (4724, 4664, 4784), (376, 316, 436), (376, 316, 436), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927), (376, 316, 436), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.10416384617222404,-0.042747163695299836
event,"[(4501, 4441, 4561), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (4501, 4441, 4561), (22, 0, 82), (5597, 5537, 5657), (3884, 3824, 3944), (3884, 3824, 3944), (5784, 5724, 5844), (3884, 3824, 3944), (5597, 5537, 5657)]",-0.11796633839983173,-0.04192208819458177
event,"[(5597, 5537, 5657), (590, 530, 650), (2550, 2490, 2610), (4501, 4441, 4561), (2867, 2807, 2927), (4501, 4441, 4561), (590, 530, 650), (5597, 5537, 5657), (1860, 1800, 1920), (1860, 1800, 1920), (5784, 5724, 5844), (5784, 5724, 5844), (2147, 2087, 2207)]",-0.1616020585562115,-0.03666068938035465
event,"[(2147, 2087, 2207), (22, 0, 82), (5031, 4971, 5091), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (4501, 4441, 4561), (1860, 1800, 1920), (2147, 2087, 2207), (376, 316, 436), (2147, 2087, 2207)]",-0.07445707141093746,-0.04801458670988654
event,"[(3884, 3824, 3944), (22, 0, 82), (22, 0, 82), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (2147, 2087, 2207), (4724, 4664, 4784), (4501, 4441, 4561), (590, 530, 650), (5784, 5724, 5844), (2867, 2807, 2927), (376, 316, 436)]",-0.11106244375602262,-0.042747163695299836
event,"[(2550, 2490, 2610), (2550, 2490, 2610), (5031, 4971, 5091), (22, 0, 82), (4724, 4664, 4784), (4501, 4441, 4561), (2867, 2807, 2927), (2867, 2807, 2927), (4724, 4664, 4784), (5784, 5724, 5844), (2147, 2087, 2207), (3884, 3824, 3944), (5597, 5537, 5657)]",-0.12701391553426464,-0.03925233644859813
event,"[(376, 316, 436), (3884, 3824, 3944), (2550, 2490, 2610), (5597, 5537, 5657), (2867, 2807, 2927), (5784, 5724, 5844), (4724, 4664, 4784), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (376, 316, 436), (5031, 4971, 5091), (22, 0, 82)]",-0.08510142549066538,-0.047352024922118374
event,"[(376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (5031, 4971, 5091), (2867, 2807, 2927), (5031, 4971, 5091), (590, 530, 650), (5031, 4971, 5091), (5597, 5537, 5657), (1860, 1800, 1920), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657)]",-0.15014454204461286,-0.03464343598055106
event,"[(1860, 1800, 1920), (5031, 4971, 5091), (376, 316, 436), (2550, 2490, 2610), (3884, 3824, 3944), (5597, 5537, 5657), (2867, 2807, 2927), (590, 530, 650), (5597, 5537, 5657), (5784, 5724, 5844), (5031, 4971, 5091), (376, 316, 436), (1860, 1800, 1920)]",-0.08892873997168477,-0.04552878726010617
event,"[(5784, 5724, 5844), (3884, 3824, 3944), (2867, 2807, 2927), (22, 0, 82), (2147, 2087, 2207), (590, 530, 650), (4501, 4441, 4561), (3884, 3824, 3944), (5031, 4971, 5091), (5031, 4971, 5091), (4501, 4441, 4561), (5597, 5537, 5657), (2867, 2807, 2927)]",-0.15381583034029095,-0.03484602917341977
event,"[(5031, 4971, 5091), (4724, 4664, 4784), (2147, 2087, 2207), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (5597, 5537, 5657), (2550, 2490, 2610), (590, 530, 650), (2550, 2490, 2610), (376, 316, 436), (376, 316, 436), (4501, 4441, 4561)]",-0.12413696647055206,-0.03830856185890726
event,"[(5031, 4971, 5091), (590, 530, 650), (3884, 3824, 3944), (2147, 2087, 2207), (2147, 2087, 2207), (376, 316, 436), (2867, 2807, 2927), (590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (3884, 3824, 3944), (5031, 4971, 5091), (5597, 5537, 5657)]",-0.14754607409990028,-0.035603112840466924
event,"[(2867, 2807, 2927), (22, 0, 82), (4724, 4664, 4784), (2550, 2490, 2610), (5031, 4971, 5091), (2867, 2807, 2927), (5597, 5537, 5657), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650), (5784, 5724, 5844), (1860, 1800, 1920), (2867, 2807, 2927)]",-0.14045458171719896,-0.035721703011422634
event,"[(2550, 2490, 2610), (22, 0, 82), (4501, 4441, 4561), (5597, 5537, 5657), (3884, 3824, 3944), (2867, 2807, 2927), (2550, 2490, 2610), (4724, 4664, 4784), (4724, 4664, 4784), (5597, 5537, 5657), (3884, 3824, 3944), (22, 0, 82), (3884, 3824, 3944)]",-0.12183006535947712,-0.04422556971803785
event,"[(2550, 2490, 2610), (5031, 4971, 5091), (2550, 2490, 2610), (2867, 2807, 2927), (376, 316, 436), (22, 0, 82), (4724, 4664, 4784), (3884, 3824, 3944), (5031, 4971, 5091), (376, 316, 436), (1860, 1800, 1920), (3884, 3824, 3944), (2147, 2087, 2207)]",-0.07886500649045547,-0.04619124797406807
event,"[(590, 530, 650), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091), (590, 530, 650), (590, 530, 650), (4724, 4664, 4784), (1860, 1800, 1920), (2147, 2087, 2207), (5031, 4971, 5091), (22, 0, 82), (2147, 2087, 2207), (5784, 5724, 5844)]",-0.034436142279811066,-0.05161162744710303
event,"[(4724, 4664, 4784), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (2867, 2807, 2927), (3884, 3824, 3944), (4501, 4441, 4561), (2147, 2087, 2207), (2550, 2490, 2610), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82), (2147, 2087, 2207)]",-0.0825362947861335,-0.04639384116693679
event,"[(5597, 5537, 5657), (2867, 2807, 2927), (5031, 4971, 5091), (4501, 4441, 4561), (4724, 4664, 4784), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920), (4501, 4441, 4561), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (22, 0, 82)]",-0.10900905678049058,-0.04528376507810955
event,"[(5784, 5724, 5844), (2867, 2807, 2927), (590, 530, 650), (22, 0, 82), (5784, 5724, 5844), (2867, 2807, 2927), (1860, 1800, 1920), (2147, 2087, 2207), (5597, 5537, 5657), (5597, 5537, 5657), (2867, 2807, 2927), (5031, 4971, 5091), (590, 530, 650)]",-0.16684590365530252,-0.034012260233339926
event,"[(5784, 5724, 5844), (4501, 4441, 4561), (5784, 5724, 5844), (4724, 4664, 4784), (376, 316, 436), (2147, 2087, 2207), (590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (1860, 1800, 1920), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.08411514865502595,-0.047366271947733775
event,"[(5031, 4971, 5091), (4501, 4441, 4561), (5597, 5537, 5657), (5031, 4971, 5091), (2147, 2087, 2207), (22, 0, 82), (4724, 4664, 4784), (1860, 1800, 1920), (22, 0, 82), (5031, 4971, 5091), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091)]",-0.08122325223083021,-0.046865730670357916
event,"[(4501, 4441, 4561), (376, 316, 436), (3884, 3824, 3944), (2147, 2087, 2207), (5784, 5724, 5844), (1860, 1800, 1920), (590, 530, 650), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82)]",-0.05506398611543897,-0.05141388174807199
event,"[(2550, 2490, 2610), (5784, 5724, 5844), (3884, 3824, 3944), (590, 530, 650), (5031, 4971, 5091), (2147, 2087, 2207), (2867, 2807, 2927), (590, 530, 650), (2867, 2807, 2927), (5784, 5724, 5844), (376, 316, 436), (376, 316, 436), (5597, 5537, 5657)]",-0.12928739971684755,-0.037362188648427934
event,"[(3884, 3824, 3944), (2867, 2807, 2927), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (1860, 1800, 1920), (2550, 2490, 2610), (4501, 4441, 4561), (2867, 2807, 2927), (3884, 3824, 3944), (2550, 2490, 2610), (5784, 5724, 5844), (1860, 1800, 1920)]",-0.10073570451759328,-0.04781829049611476
event,"[(3884, 3824, 3944), (2550, 2490, 2610), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (5031, 4971, 5091), (2550, 2490, 2610), (376, 316, 436), (5784, 5724, 5844), (2147, 2087, 2207), (2867, 2807, 2927), (5031, 4971, 5091), (5597, 5537, 5657)]",-0.11995280792826798,-0.04083299305839118
event,"[(5784, 5724, 5844), (2147, 2087, 2207), (3884, 3824, 3944), (5597, 5537, 5657), (4724, 4664, 4784), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610), (3884, 3824, 3944), (4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (5784, 5724, 5844)]",-0.08590020521485164,-0.046423590356644756
event,"[(1860, 1800, 1920), (590, 530, 650), (3884, 3824, 3944), (4501, 4441, 4561), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.03517697026899477,-0.0536953858717844
event,"[(22, 0, 82), (1860, 1800, 1920), (2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (5031, 4971, 5091), (22, 0, 82), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (22, 0, 82), (2550, 2490, 2610), (2550, 2490, 2610)]",-0.013333333333333253,-0.053495558130552345
event,"[(376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (1860, 1800, 1920), (4501, 4441, 4561), (4501, 4441, 4561), (5784, 5724, 5844), (2867, 2807, 2927), (1860, 1800, 1920)]",-0.06280434542726918,-0.05322182094658811
event,"[(5031, 4971, 5091), (2867, 2807, 2927), (5031, 4971, 5091), (5597, 5537, 5657), (2867, 2807, 2927), (3884, 3824, 3944), (5031, 4971, 5091), (4501, 4441, 4561), (2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (2867, 2807, 2927)]",-0.13967956505395968,-0.038910505836575876
event,"[(2867, 2807, 2927), (4724, 4664, 4784), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (4724, 4664, 4784), (2550, 2490, 2610), (4501, 4441, 4561), (22, 0, 82), (5597, 5537, 5657), (4724, 4664, 4784), (590, 530, 650)]",-0.15808639074930914,-0.03484602917341977
event,"[(1860, 1800, 1920), (5597, 5537, 5657), (2147, 2087, 2207), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091), (590, 530, 650), (1860, 1800, 1920), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82), (5031, 4971, 5091), (5031, 4971, 5091)]",-0.08535944381176888,-0.044773095623987035
event,"[(2867, 2807, 2927), (5031, 4971, 5091), (1860, 1800, 1920), (4501, 4441, 4561), (3884, 3824, 3944), (376, 316, 436), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561), (590, 530, 650), (5784, 5724, 5844), (590, 530, 650), (5597, 5537, 5657)]",-0.09546956111373295,-0.04552878726010616
event,"[(5031, 4971, 5091), (376, 316, 436), (3884, 3824, 3944), (4724, 4664, 4784), (2550, 2490, 2610), (4501, 4441, 4561), (4724, 4664, 4784), (3884, 3824, 3944), (2867, 2807, 2927), (5784, 5724, 5844), (376, 316, 436), (3884, 3824, 3944), (22, 0, 82)]",-0.03781188032077981,-0.05429497568881686
event,"[(2147, 2087, 2207), (22, 0, 82), (5784, 5724, 5844), (2867, 2807, 2927), (2550, 2490, 2610), (1860, 1800, 1920), (4724, 4664, 4784), (376, 316, 436), (5784, 5724, 5844), (3884, 3824, 3944), (376, 316, 436), (376, 316, 436), (1860, 1800, 1920)]",-0.09496173418598536,-0.04619124797406807
event,"[(2867, 2807, 2927), (4724, 4664, 4784), (5597, 5537, 5657), (1860, 1800, 1920), (1860, 1800, 1920), (5597, 5537, 5657), (4501, 4441, 4561), (3884, 3824, 3944), (22, 0, 82), (5784, 5724, 5844), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82)]",-0.15578287634686905,-0.03829011345218801
