bootstrap,resample,delta_f1,delta_fpr
event,"[(2550, 2490, 2610), (590, 530, 650), (2147, 2087, 2207), (1860, 1800, 1920), (2550, 2490, 2610), (2147, 2087, 2207), (4724, 4664, 4784), (2550, 2490, 2610), (2147, 2087, 2207), (5784, 5724, 5844), (1860, 1800, 1920), (5597, 5537, 5657), (4501, 4441, 4561)]",-0.09109381033561148,-0.04642359035664475
event,"[(2550, 2490, 2610), (22, 0, 82), (5031, 4971, 5091), (5597, 5537, 5657), (4724, 4664, 4784), (5784, 5724, 5844), (4724, 4664, 4784), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (2867, 2807, 2927)]",-0.08510142549066538,-0.047352024922118374
event,"[(2550, 2490, 2610), (5031, 4971, 5091), (376, 316, 436), (2867, 2807, 2927), (5031, 4971, 5091), (22, 0, 82), (5784, 5724, 5844), (4724, 4664, 4784), (3884, 3824, 3944), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944), (4501, 4441, 4561)]",-0.08502662474767397,-0.04495100127822753
event,"[(3884, 3824, 3944), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (1860, 1800, 1920), (4501, 4441, 4561), (4724, 4664, 4784), (376, 316, 436), (22, 0, 82), (2550, 2490, 2610), (5031, 4971, 5091), (5031, 4971, 5091), (4501, 4441, 4561)]",-0.026505347657463207,-0.05611831442463533
event,"[(5031, 4971, 5091), (376, 316, 436), (3884, 3824, 3944), (22, 0, 82), (2147, 2087, 2207), (4501, 4441, 4561), (2867, 2807, 2927), (4501, 4441, 4561), (5597, 5537, 5657), (1860, 1800, 1920), (590, 530, 650), (2147, 2087, 2207), (2550, 2490, 2610)]",-0.1322362467806677,-0.03642948444823178
event,"[(1860, 1800, 1920), (2550, 2490, 2610), (5031, 4971, 5091), (376, 316, 436), (5784, 5724, 5844), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (4501, 4441, 4561), (4724, 4664, 4784), (4501, 4441, 4561), (22, 0, 82), (5597, 5537, 5657)]",-0.031104412713328977,-0.05611831442463533
event,"[(590, 530, 650), (376, 316, 436), (590, 530, 650), (2147, 2087, 2207), (4724, 4664, 4784), (5597, 5537, 5657), (2550, 2490, 2610), (2147, 2087, 2207), (2867, 2807, 2927), (5784, 5724, 5844), (5031, 4971, 5091), (5031, 4971, 5091), (4724, 4664, 4784)]",-0.12897593204341667,-0.037362188648427934
event,"[(5597, 5537, 5657), (4501, 4441, 4561), (4501, 4441, 4561), (4501, 4441, 4561), (376, 316, 436), (590, 530, 650), (376, 316, 436), (5031, 4971, 5091), (1860, 1800, 1920), (1860, 1800, 1920), (2550, 2490, 2610), (2147, 2087, 2207), (4724, 4664, 4784)]",-0.06885323265691357,-0.04736627194773377
event,"[(376, 316, 436), (2550, 2490, 2610), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (5031, 4971, 5091), (4501, 4441, 4561), (590, 530, 650), (2867, 2807, 2927), (2550, 2490, 2610), (2867, 2807, 2927), (5597, 5537, 5657), (376, 316, 436)]",-0.09934736303067607,-0.0433852140077821
event,"[(5597, 5537, 5657), (376, 316, 436), (2867, 2807, 2927), (1860, 1800, 1920), (5597, 5537, 5657), (5031, 4971, 5091), (4724, 4664, 4784), (376, 316, 436), (5031, 4971, 5091), (3884, 3824, 3944), (376, 316, 436), (3884, 3824, 3944), (376, 316, 436)]",-0.08788535816041357,-0.04669260700389105
event,"[(4724, 4664, 4784), (2147, 2087, 2207), (2550, 2490, 2610), (22, 0, 82), (376, 316, 436), (2147, 2087, 2207), (590, 530, 650), (1860, 1800, 1920), (1860, 1800, 1920), (3884, 3824, 3944), (3884, 3824, 3944), (5597, 5537, 5657), (590, 530, 650)]",-0.09285731350890744,-0.04457050243111831
event,"[(2550, 2490, 2610), (3884, 3824, 3944), (2550, 2490, 2610), (4501, 4441, 4561), (2867, 2807, 2927), (2867, 2807, 2927), (3884, 3824, 3944), (5784, 5724, 5844), (2867, 2807, 2927), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (5784, 5724, 5844)]",-0.0994103234705423,-0.0480175333731819
event,"[(22, 0, 82), (5597, 5537, 5657), (2550, 2490, 2610), (2867, 2807, 2927), (1860, 1800, 1920), (2147, 2087, 2207), (4501, 4441, 4561), (376, 316, 436), (1860, 1800, 1920), (4501, 4441, 4561), (376, 316, 436), (376, 316, 436), (5597, 5537, 5657)]",-0.1647534483508509,-0.037176191417836665
event,"[(590, 530, 650), (2867, 2807, 2927), (2147, 2087, 2207), (2550, 2490, 2610), (2867, 2807, 2927), (5597, 5537, 5657), (376, 316, 436), (22, 0, 82), (22, 0, 82), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (2550, 2490, 2610)]",-0.17331750089817094,-0.03381451453430888
event,"[(2147, 2087, 2207), (1860, 1800, 1920), (5597, 5537, 5657), (1860, 1800, 1920), (5597, 5537, 5657), (1860, 1800, 1920), (590, 530, 650), (376, 316, 436), (590, 530, 650), (4724, 4664, 4784), (3884, 3824, 3944), (22, 0, 82), (3884, 3824, 3944)]",-0.10355032229888866,-0.04350405378683014
event,"[(4724, 4664, 4784), (5597, 5537, 5657), (3884, 3824, 3944), (590, 530, 650), (5031, 4971, 5091), (2147, 2087, 2207), (22, 0, 82), (4724, 4664, 4784), (376, 316, 436), (2147, 2087, 2207), (5597, 5537, 5657), (5031, 4971, 5091), (4724, 4664, 4784)]",-0.0842820977698549,-0.04350405378683014
event,"[(3884, 3824, 3944), (5031, 4971, 5091), (1860, 1800, 1920), (5031, 4971, 5091), (5031, 4971, 5091), (2550, 2490, 2610), (5597, 5537, 5657), (22, 0, 82), (1860, 1800, 1920), (3884, 3824, 3944), (376, 316, 436), (2147, 2087, 2207), (2867, 2807, 2927)]",-0.13404383247457574,-0.03808752025931929
event,"[(2867, 2807, 2927), (3884, 3824, 3944), (376, 316, 436), (3884, 3824, 3944), (4724, 4664, 4784), (4724, 4664, 4784), (1860, 1800, 1920), (2550, 2490, 2610), (5597, 5537, 5657), (1860, 1800, 1920), (5031, 4971, 5091), (4501, 4441, 4561), (22, 0, 82)]",-0.08510142549066538,-0.047352024922118374
event,"[(22, 0, 82), (5784, 5724, 5844), (2550, 2490, 2610), (4501, 4441, 4561), (5784, 5724, 5844), (5597, 5537, 5657), (4501, 4441, 4561), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091)]",-0.029984312543232833,-0.054775558631599774
event,"[(2550, 2490, 2610), (2867, 2807, 2927), (22, 0, 82), (5031, 4971, 5091), (5597, 5537, 5657), (1860, 1800, 1920), (3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (5784, 5724, 5844), (376, 316, 436), (2550, 2490, 2610), (22, 0, 82)]",-0.0892802646091582,-0.047352024922118374
event,"[(3884, 3824, 3944), (5784, 5724, 5844), (4501, 4441, 4561), (1860, 1800, 1920), (1860, 1800, 1920), (2867, 2807, 2927), (2147, 2087, 2207), (2147, 2087, 2207), (5597, 5537, 5657), (376, 316, 436), (2867, 2807, 2927), (22, 0, 82), (3884, 3824, 3944)]",-0.1570391577539042,-0.03808752025931929
event,"[(2867, 2807, 2927), (376, 316, 436), (2147, 2087, 2207), (590, 530, 650), (4724, 4664, 4784), (3884, 3824, 3944), (5597, 5537, 5657), (590, 530, 650), (5031, 4971, 5091), (1860, 1800, 1920), (3884, 3824, 3944), (5031, 4971, 5091), (2147, 2087, 2207)]",-0.13115620575743273,-0.03736218864842793
event,"[(4501, 4441, 4561), (4501, 4441, 4561), (4501, 4441, 4561), (5031, 4971, 5091), (22, 0, 82), (1860, 1800, 1920), (2550, 2490, 2610), (376, 316, 436), (2867, 2807, 2927), (1860, 1800, 1920), (5597, 5537, 5657), (4501, 4441, 4561), (5597, 5537, 5657)]",-0.10211086557464172,-0.04508601937907851
event,"[(5784, 5724, 5844), (5031, 4971, 5091), (22, 0, 82), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091), (2867, 2807, 2927), (2550, 2490, 2610), (5597, 5537, 5657), (5784, 5724, 5844), (2147, 2087, 2207), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.1454852238218172,-0.037176191417836665
event,"[(3884, 3824, 3944), (2147, 2087, 2207), (5031, 4971, 5091), (5031, 4971, 5091), (1860, 1800, 1920), (2550, 2490, 2610), (2147, 2087, 2207), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (22, 0, 82), (1860, 1800, 1920), (2550, 2490, 2610)]",-0.032076767847684484,-0.05161162744710303
event,"[(4724, 4664, 4784), (5784, 5724, 5844), (1860, 1800, 1920), (2867, 2807, 2927), (5597, 5537, 5657), (5784, 5724, 5844), (5031, 4971, 5091), (1860, 1800, 1920), (376, 316, 436), (5784, 5724, 5844), (4501, 4441, 4561), (2147, 2087, 2207), (5784, 5724, 5844)]",-0.12618216139688535,-0.04083299305839118
event,"[(22, 0, 82), (2867, 2807, 2927), (376, 316, 436), (2147, 2087, 2207), (5784, 5724, 5844), (5031, 4971, 5091), (2147, 2087, 2207), (5597, 5537, 5657), (2867, 2807, 2927), (5597, 5537, 5657), (2867, 2807, 2927), (22, 0, 82), (1860, 1800, 1920)]",-0.15374303433426026,-0.037176191417836665
event,"[(5597, 5537, 5657), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (4501, 4441, 4561), (1860, 1800, 1920), (4724, 4664, 4784), (1860, 1800, 1920), (1860, 1800, 1920), (376, 316, 436), (5784, 5724, 5844), (590, 530, 650), (3884, 3824, 3944)]",-0.04682338538742101,-0.05419406256226339
event,"[(22, 0, 82), (2867, 2807, 2927), (2867, 2807, 2927), (5784, 5724, 5844), (2147, 2087, 2207), (4724, 4664, 4784), (2550, 2490, 2610), (376, 316, 436), (2867, 2807, 2927), (4724, 4664, 4784), (2147, 2087, 2207), (2147, 2087, 2207), (3884, 3824, 3944)]",-0.09896503299847295,-0.045086019379078496
event,"[(3884, 3824, 3944), (376, 316, 436), (5031, 4971, 5091), (376, 316, 436), (2550, 2490, 2610), (376, 316, 436), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (3884, 3824, 3944), (4724, 4664, 4784), (22, 0, 82), (590, 530, 650)]",-0.03570745964370181,-0.05267423014586709
event,"[(3884, 3824, 3944), (5031, 4971, 5091), (22, 0, 82), (1860, 1800, 1920), (4724, 4664, 4784), (5784, 5724, 5844), (2147, 2087, 2207), (2550, 2490, 2610), (2867, 2807, 2927), (22, 0, 82), (1860, 1800, 1920), (5597, 5537, 5657), (376, 316, 436)]",-0.11896157683472935,-0.04005112910097997
event,"[(4724, 4664, 4784), (590, 530, 650), (4501, 4441, 4561), (22, 0, 82), (376, 316, 436), (2550, 2490, 2610), (2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (2867, 2807, 2927), (2147, 2087, 2207), (22, 0, 82), (590, 530, 650)]",-0.10876291122808973,-0.042747163695299836
event,"[(376, 316, 436), (3884, 3824, 3944), (5784, 5724, 5844), (590, 530, 650), (22, 0, 82), (2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (5784, 5724, 5844), (2147, 2087, 2207), (5784, 5724, 5844), (4501, 4441, 4561), (4724, 4664, 4784)]",-0.049165550035122574,-0.05141388174807198
event,"[(5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091), (590, 530, 650), (5784, 5724, 5844), (376, 316, 436), (590, 530, 650), (1860, 1800, 1920), (1860, 1800, 1920), (590, 530, 650), (2867, 2807, 2927), (2147, 2087, 2207), (590, 530, 650)]",-0.09396041056460222,-0.044431161585973294
event,"[(2147, 2087, 2207), (3884, 3824, 3944), (590, 530, 650), (2147, 2087, 2207), (590, 530, 650), (5031, 4971, 5091), (2867, 2807, 2927), (2550, 2490, 2610), (5031, 4971, 5091), (5784, 5724, 5844), (2550, 2490, 2610), (1860, 1800, 1920), (5031, 4971, 5091)]",-0.08521559363075154,-0.044630404463040445
event,"[(3884, 3824, 3944), (22, 0, 82), (5597, 5537, 5657), (22, 0, 82), (4501, 4441, 4561), (2147, 2087, 2207), (3884, 3824, 3944), (2147, 2087, 2207), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (2867, 2807, 2927), (22, 0, 82)]",-0.17921568627450984,-0.03630745461568173
event,"[(2550, 2490, 2610), (1860, 1800, 1920), (2867, 2807, 2927), (22, 0, 82), (2147, 2087, 2207), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091), (4724, 4664, 4784), (4501, 4441, 4561), (5784, 5724, 5844), (4724, 4664, 4784), (2147, 2087, 2207)]",-0.1309141653781913,-0.03925233644859813
event,"[(2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (2550, 2490, 2610), (1860, 1800, 1920), (22, 0, 82), (376, 316, 436), (2867, 2807, 2927), (4724, 4664, 4784), (4501, 4441, 4561), (3884, 3824, 3944)]",-0.09496173418598536,-0.04619124797406807
event,"[(5784, 5724, 5844), (2550, 2490, 2610), (5597, 5537, 5657), (5597, 5537, 5657), (5031, 4971, 5091), (4724, 4664, 4784), (5784, 5724, 5844), (22, 0, 82), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561), (3884, 3824, 3944), (2147, 2087, 2207)]",-0.12701391553426464,-0.03925233644859813
event,"[(590, 530, 650), (5597, 5537, 5657), (5597, 5537, 5657), (5784, 5724, 5844), (4501, 4441, 4561), (3884, 3824, 3944), (5784, 5724, 5844), (4724, 4664, 4784), (4724, 4664, 4784), (1860, 1800, 1920), (22, 0, 82), (2867, 2807, 2927), (590, 530, 650)]",-0.12393186216343208,-0.04294975688816856
event,"[(376, 316, 436), (590, 530, 650), (376, 316, 436), (5031, 4971, 5091), (2147, 2087, 2207), (5784, 5724, 5844), (5031, 4971, 5091), (2147, 2087, 2207), (22, 0, 82), (2147, 2087, 2207), (22, 0, 82), (590, 530, 650), (5784, 5724, 5844)]",-0.032076142825723575,-0.04906586148329874
event,"[(5031, 4971, 5091), (4501, 4441, 4561), (22, 0, 82), (2867, 2807, 2927), (3884, 3824, 3944), (22, 0, 82), (4724, 4664, 4784), (590, 530, 650), (376, 316, 436), (22, 0, 82), (3884, 3824, 3944), (22, 0, 82), (3884, 3824, 3944)]",-0.05314431328202687,-0.04963417045679257
event,"[(376, 316, 436), (2550, 2490, 2610), (5597, 5537, 5657), (3884, 3824, 3944), (5031, 4971, 5091), (2147, 2087, 2207), (4724, 4664, 4784), (2550, 2490, 2610), (2867, 2807, 2927), (22, 0, 82), (2147, 2087, 2207), (4501, 4441, 4561), (5784, 5724, 5844)]",-0.11896157683472935,-0.04005112910097997
event,"[(5597, 5537, 5657), (2867, 2807, 2927), (376, 316, 436), (5597, 5537, 5657), (2867, 2807, 2927), (5784, 5724, 5844), (5031, 4971, 5091), (2550, 2490, 2610), (4501, 4441, 4561), (2147, 2087, 2207), (2147, 2087, 2207), (2867, 2807, 2927), (2147, 2087, 2207)]",-0.13037972335621553,-0.03984857541342897
event,"[(4501, 4441, 4561), (2550, 2490, 2610), (22, 0, 82), (4501, 4441, 4561), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (22, 0, 82), (2867, 2807, 2927), (5031, 4971, 5091), (4724, 4664, 4784), (590, 530, 650), (5597, 5537, 5657)]",-0.10093653688410353,-0.04294975688816856
event,"[(2147, 2087, 2207), (1860, 1800, 1920), (2147, 2087, 2207), (5031, 4971, 5091), (2550, 2490, 2610), (4501, 4441, 4561), (5784, 5724, 5844), (5597, 5537, 5657), (2147, 2087, 2207), (2147, 2087, 2207), (2867, 2807, 2927), (5597, 5537, 5657), (5597, 5537, 5657)]",-0.13461891922426425,-0.04004781829049611
event,"[(5031, 4971, 5091), (1860, 1800, 1920), (2867, 2807, 2927), (5031, 4971, 5091), (3884, 3824, 3944), (2867, 2807, 2927), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (2147, 2087, 2207), (3884, 3824, 3944), (590, 530, 650), (4501, 4441, 4561)]",-0.10695592438324103,-0.041922088194581764
event,"[(376, 316, 436), (376, 316, 436), (1860, 1800, 1920), (376, 316, 436), (5031, 4971, 5091), (3884, 3824, 3944), (1860, 1800, 1920), (4724, 4664, 4784), (2867, 2807, 2927), (4501, 4441, 4561), (5784, 5724, 5844), (3884, 3824, 3944), (5031, 4971, 5091)]",-0.031768675478933,-0.05578800557880056
event,"[(590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944), (5784, 5724, 5844), (5597, 5537, 5657), (376, 316, 436), (4724, 4664, 4784), (22, 0, 82), (2867, 2807, 2927), (590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (2550, 2490, 2610)]",-0.14037158634771113,-0.03642948444823178
event,"[(590, 530, 650), (4724, 4664, 4784), (590, 530, 650), (2147, 2087, 2207), (590, 530, 650), (376, 316, 436), (4724, 4664, 4784), (2147, 2087, 2207), (4724, 4664, 4784), (376, 316, 436), (2867, 2807, 2927), (3884, 3824, 3944), (3884, 3824, 3944)]",-0.10830548720959518,-0.04238737882531838
event,"[(590, 530, 650), (5031, 4971, 5091), (3884, 3824, 3944), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657), (5031, 4971, 5091), (2147, 2087, 2207), (2147, 2087, 2207), (590, 530, 650), (5597, 5537, 5657), (2867, 2807, 2927), (5784, 5724, 5844)]",-0.16134069664700712,-0.03401226023333992
event,"[(5031, 4971, 5091), (2867, 2807, 2927), (4501, 4441, 4561), (2867, 2807, 2927), (4724, 4664, 4784), (4501, 4441, 4561), (4501, 4441, 4561), (4501, 4441, 4561), (376, 316, 436), (22, 0, 82), (590, 530, 650), (5597, 5537, 5657), (2550, 2490, 2610)]",-0.10186431364429124,-0.042747163695299836
event,"[(22, 0, 82), (376, 316, 436), (5784, 5724, 5844), (22, 0, 82), (4501, 4441, 4561), (22, 0, 82), (2550, 2490, 2610), (2867, 2807, 2927), (376, 316, 436), (2147, 2087, 2207), (590, 530, 650), (5597, 5537, 5657), (22, 0, 82)]",-0.16394173721221,-0.03464343598055106
event,"[(22, 0, 82), (590, 530, 650), (4724, 4664, 4784), (2147, 2087, 2207), (5784, 5724, 5844), (1860, 1800, 1920), (2550, 2490, 2610), (4501, 4441, 4561), (5031, 4971, 5091), (4724, 4664, 4784), (376, 316, 436), (5031, 4971, 5091), (3884, 3824, 3944)]",-0.0315915102438572,-0.055389859394972304
event,"[(3884, 3824, 3944), (590, 530, 650), (2550, 2490, 2610), (2867, 2807, 2927), (22, 0, 82), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (5031, 4971, 5091), (1860, 1800, 1920), (376, 316, 436), (5031, 4971, 5091), (4724, 4664, 4784)]",-0.04701399230701847,-0.05085089141004862
event,"[(376, 316, 436), (5784, 5724, 5844), (590, 530, 650), (4501, 4441, 4561), (2550, 2490, 2610), (5784, 5724, 5844), (2550, 2490, 2610), (5597, 5537, 5657), (5784, 5724, 5844), (22, 0, 82), (4724, 4664, 4784), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.1179610413398211,-0.042747163695299836
event,"[(2867, 2807, 2927), (22, 0, 82), (590, 530, 650), (1860, 1800, 1920), (4724, 4664, 4784), (2550, 2490, 2610), (5031, 4971, 5091), (5031, 4971, 5091), (5597, 5537, 5657), (4501, 4441, 4561), (2147, 2087, 2207), (376, 316, 436), (590, 530, 650)]",-0.13199697208751948,-0.03642948444823178
event,"[(3884, 3824, 3944), (5597, 5537, 5657), (3884, 3824, 3944), (22, 0, 82), (4724, 4664, 4784), (2147, 2087, 2207), (5784, 5724, 5844), (5784, 5724, 5844), (5031, 4971, 5091), (2867, 2807, 2927), (590, 530, 650), (5031, 4971, 5091), (2867, 2807, 2927)]",-0.14888826063757776,-0.03484602917341977
event,"[(1860, 1800, 1920), (4501, 4441, 4561), (2550, 2490, 2610), (4724, 4664, 4784), (5784, 5724, 5844), (5784, 5724, 5844), (3884, 3824, 3944), (2550, 2490, 2610), (2550, 2490, 2610), (4724, 4664, 4784), (22, 0, 82), (22, 0, 82), (3884, 3824, 3944)]",0.010021786492374715,-0.06141367323290845
event,"[(2550, 2490, 2610), (590, 530, 650), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (376, 316, 436), (5031, 4971, 5091), (2867, 2807, 2927), (2867, 2807, 2927), (376, 316, 436), (22, 0, 82), (4724, 4664, 4784), (590, 530, 650)]",-0.05161305736288416,-0.05085089141004863
event,"[(5784, 5724, 5844), (22, 0, 82), (1860, 1800, 1920), (22, 0, 82), (5031, 4971, 5091), (1860, 1800, 1920), (4501, 4441, 4561), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091), (4501, 4441, 4561), (2550, 2490, 2610), (4724, 4664, 4784)]",0.025760079027127458,-0.06288313229187266
event,"[(376, 316, 436), (5784, 5724, 5844), (3884, 3824, 3944), (2147, 2087, 2207), (590, 530, 650), (590, 530, 650), (590, 530, 650), (2867, 2807, 2927), (590, 530, 650), (5597, 5537, 5657), (376, 316, 436), (5784, 5724, 5844), (5784, 5724, 5844)]",-0.1695684860238719,-0.035603112840466924
event,"[(5784, 5724, 5844), (2867, 2807, 2927), (1860, 1800, 1920), (4724, 4664, 4784), (1860, 1800, 1920), (4501, 4441, 4561), (5031, 4971, 5091), (590, 530, 650), (3884, 3824, 3944), (5784, 5724, 5844), (2147, 2087, 2207), (2550, 2490, 2610), (590, 530, 650)]",-0.07757183891300076,-0.0468913544065313
event,"[(5031, 4971, 5091), (5597, 5537, 5657), (1860, 1800, 1920), (376, 316, 436), (376, 316, 436), (5031, 4971, 5091), (5597, 5537, 5657), (590, 530, 650), (5597, 5537, 5657), (5597, 5537, 5657), (22, 0, 82), (376, 316, 436), (4724, 4664, 4784)]",-0.044270152505446636,-0.05021243723445345
event,"[(2867, 2807, 2927), (4724, 4664, 4784), (376, 316, 436), (22, 0, 82), (2867, 2807, 2927), (376, 316, 436), (5031, 4971, 5091), (2147, 2087, 2207), (5597, 5537, 5657), (5031, 4971, 5091), (4724, 4664, 4784), (3884, 3824, 3944), (4724, 4664, 4784)]",-0.14233939124564843,-0.037176191417836665
event,"[(376, 316, 436), (5784, 5724, 5844), (2550, 2490, 2610), (2550, 2490, 2610), (2867, 2807, 2927), (2147, 2087, 2207), (3884, 3824, 3944), (2550, 2490, 2610), (2550, 2490, 2610), (5597, 5537, 5657), (5597, 5537, 5657), (2550, 2490, 2610), (376, 316, 436)]",-0.1522638004390863,-0.03891050583657588
event,"[(590, 530, 650), (4501, 4441, 4561), (4724, 4664, 4784), (2550, 2490, 2610), (376, 316, 436), (4501, 4441, 4561), (590, 530, 650), (1860, 1800, 1920), (1860, 1800, 1920), (5031, 4971, 5091), (5597, 5537, 5657), (2147, 2087, 2207), (2147, 2087, 2207)]",-0.06885323265691357,-0.04736627194773377
event,"[(5597, 5537, 5657), (5031, 4971, 5091), (2147, 2087, 2207), (5031, 4971, 5091), (4724, 4664, 4784), (3884, 3824, 3944), (590, 530, 650), (376, 316, 436), (2147, 2087, 2207), (22, 0, 82), (1860, 1800, 1920), (1860, 1800, 1920), (376, 316, 436)]",-0.0836591833971761,-0.04457050243111831
event,"[(5784, 5724, 5844), (2867, 2807, 2927), (2550, 2490, 2610), (1860, 1800, 1920), (5031, 4971, 5091), (590, 530, 650), (376, 316, 436), (2867, 2807, 2927), (3884, 3824, 3944), (4724, 4664, 4784), (376, 316, 436), (2867, 2807, 2927), (1860, 1800, 1920)]",-0.03517697026899477,-0.0536953858717844
event,"[(1860, 1800, 1920), (1860, 1800, 1920), (590, 530, 650), (4501, 4441, 4561), (3884, 3824, 3944), (22, 0, 82), (2867, 2807, 2927), (376, 316, 436), (3884, 3824, 3944), (590, 530, 650), (2867, 2807, 2927), (2147, 2087, 2207), (22, 0, 82)]",-0.12168533213855251,-0.04172434249555072
event,"[(376, 316, 436), (3884, 3824, 3944), (5597, 5537, 5657), (3884, 3824, 3944), (5597, 5537, 5657), (1860, 1800, 1920), (2550, 2490, 2610), (2550, 2490, 2610), (590, 530, 650), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (2147, 2087, 2207)]",-0.08952512216514225,-0.04513618677042801
event,"[(22, 0, 82), (5784, 5724, 5844), (376, 316, 436), (376, 316, 436), (2147, 2087, 2207), (4501, 4441, 4561), (376, 316, 436), (3884, 3824, 3944), (2867, 2807, 2927), (1860, 1800, 1920), (2147, 2087, 2207), (2867, 2807, 2927), (5784, 5724, 5844)]",-0.11312127959123246,-0.04508601937907851
event,"[(5784, 5724, 5844), (2550, 2490, 2610), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (376, 316, 436), (5784, 5724, 5844), (4501, 4441, 4561), (5031, 4971, 5091), (5597, 5537, 5657)]",-0.06024244692995548,-0.049611476389719064
event,"[(4724, 4664, 4784), (2550, 2490, 2610), (2867, 2807, 2927), (2147, 2087, 2207), (2550, 2490, 2610), (3884, 3824, 3944), (5031, 4971, 5091), (590, 530, 650), (5597, 5537, 5657), (2867, 2807, 2927), (5784, 5724, 5844), (5784, 5724, 5844), (1860, 1800, 1920)]",-0.12326001709689569,-0.03851789826250785
event,"[(590, 530, 650), (376, 316, 436), (4724, 4664, 4784), (2550, 2490, 2610), (376, 316, 436), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (3884, 3824, 3944), (2147, 2087, 2207), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436)]",-0.13987730061349699,-0.03736218864842793
event,"[(5784, 5724, 5844), (376, 316, 436), (4724, 4664, 4784), (590, 530, 650), (2867, 2807, 2927), (2550, 2490, 2610), (3884, 3824, 3944), (2550, 2490, 2610), (5784, 5724, 5844), (5031, 4971, 5091), (4724, 4664, 4784), (22, 0, 82), (376, 316, 436)]",-0.04701399230701847,-0.05085089141004862
event,"[(5784, 5724, 5844), (2550, 2490, 2610), (1860, 1800, 1920), (22, 0, 82), (2550, 2490, 2610), (2867, 2807, 2927), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561), (4501, 4441, 4561)]",-0.1127627041706154,-0.04294975688816856
event,"[(22, 0, 82), (22, 0, 82), (4724, 4664, 4784), (376, 316, 436), (2147, 2087, 2207), (5031, 4971, 5091), (4724, 4664, 4784), (22, 0, 82), (5784, 5724, 5844), (376, 316, 436), (590, 530, 650), (376, 316, 436), (2550, 2490, 2610)]",-0.02714472200194118,-0.05141388174807198
event,"[(22, 0, 82), (5031, 4971, 5091), (22, 0, 82), (2550, 2490, 2610), (5784, 5724, 5844), (4501, 4441, 4561), (1860, 1800, 1920), (4724, 4664, 4784), (5031, 4971, 5091), (4724, 4664, 4784), (4724, 4664, 4784), (3884, 3824, 3944), (1860, 1800, 1920)]",0.025760079027127458,-0.06288313229187266
event,"[(2550, 2490, 2610), (2550, 2490, 2610), (2867, 2807, 2927), (3884, 3824, 3944), (376, 316, 436), (590, 530, 650), (22, 0, 82), (376, 316, 436), (590, 530, 650), (22, 0, 82), (1860, 1800, 1920), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.07005316337893402,-0.04963417045679257
event,"[(2147, 2087, 2207), (2147, 2087, 2207), (5031, 4971, 5091), (2550, 2490, 2610), (590, 530, 650), (2867, 2807, 2927), (5597, 5537, 5657), (2147, 2087, 2207), (22, 0, 82), (5784, 5724, 5844), (5031, 4971, 5091), (4501, 4441, 4561), (1860, 1800, 1920)]",-0.14463342083569183,-0.035721703011422634
