resample,delta_f1
"[(2867, 2807, 2927), (590, 530, 650), (590, 530, 650), (2550, 2490, 2610), (5784, 5724, 5844), (3884, 3824, 3944), (2867, 2807, 2927), (1860, 1800, 1920), (5031, 4971, 5091), (1860, 1800, 1920), (590, 530, 650), (1860, 1800, 1920), (376, 316, 436)]",-0.03834836612218123
"[(22, 0, 82), (5784, 5724, 5844), (376, 316, 436), (3884, 3824, 3944), (2550, 2490, 2610), (4501, 4441, 4561), (22, 0, 82), (2550, 2490, 2610), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (2550, 2490, 2610), (5597, 5537, 5657)]",-0.05673175704194508
"[(5031, 4971, 5091), (5031, 4971, 5091), (5031, 4971, 5091), (5031, 4971, 5091), (4724, 4664, 4784), (590, 530, 650), (2867, 2807, 2927), (3884, 3824, 3944), (22, 0, 82), (376, 316, 436), (5784, 5724, 5844), (376, 316, 436), (1860, 1800, 1920)]",-0.053912589890817014
"[(5597, 5537, 5657), (2147, 2087, 2207), (1860, 1800, 1920), (2147, 2087, 2207), (5031, 4971, 5091), (5597, 5537, 5657), (5784, 5724, 5844), (2550, 2490, 2610), (2147, 2087, 2207), (4501, 4441, 4561), (590, 530, 650), (2550, 2490, 2610), (4501, 4441, 4561)]",-0.07848076932805201
"[(1860, 1800, 1920), (22, 0, 82), (5784, 5724, 5844), (5784, 5724, 5844), (22, 0, 82), (5597, 5537, 5657), (5597, 5537, 5657), (2867, 2807, 2927), (5597, 5537, 5657), (3884, 3824, 3944), (5597, 5537, 5657), (2147, 2087, 2207), (376, 316, 436)]",-0.16750605185499862
"[(5784, 5724, 5844), (2867, 2807, 2927), (590, 530, 650), (376, 316, 436), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (2867, 2807, 2927), (590, 530, 650)]",-0.11342752162610947
"[(3884, 3824, 3944), (5597, 5537, 5657), (4724, 4664, 4784), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (1860, 1800, 1920), (5031, 4971, 5091), (5031, 4971, 5091), (2147, 2087, 2207), (5784, 5724, 5844), (2147, 2087, 2207), (2147, 2087, 2207)]",-0.07103350637092967
"[(5784, 5724, 5844), (22, 0, 82), (4501, 4441, 4561), (3884, 3824, 3944), (4501, 4441, 4561), (4501, 4441, 4561), (5597, 5537, 5657), (5597, 5537, 5657), (5784, 5724, 5844), (4724, 4664, 4784), (5031, 4971, 5091), (4501, 4441, 4561), (2147, 2087, 2207)]",-0.0802568619962572
"[(4501, 4441, 4561), (2867, 2807, 2927), (2147, 2087, 2207), (376, 316, 436), (376, 316, 436), (590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (4724, 4664, 4784), (4501, 4441, 4561), (3884, 3824, 3944), (4501, 4441, 4561), (22, 0, 82)]",-0.09496571606049264
"[(5031, 4971, 5091), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091), (5597, 5537, 5657), (22, 0, 82), (590, 530, 650), (376, 316, 436), (5597, 5537, 5657), (1860, 1800, 1920), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091)]",-0.04139433551198257
"[(2867, 2807, 2927), (1860, 1800, 1920), (5597, 5537, 5657), (5031, 4971, 5091), (4724, 4664, 4784), (590, 530, 650), (376, 316, 436), (590, 530, 650), (2550, 2490, 2610), (1860, 1800, 1920), (22, 0, 82), (590, 530, 650), (5597, 5537, 5657)]",-0.10186431364429124
"[(3884, 3824, 3944), (4724, 4664, 4784), (3884, 3824, 3944), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (3884, 3824, 3944), (5784, 5724, 5844), (590, 530, 650), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (5597, 5537, 5657)]",-0.028645767464761884
"[(22, 0, 82), (4724, 4664, 4784), (2867, 2807, 2927), (1860, 1800, 1920), (590, 530, 650), (2147, 2087, 2207), (2550, 2490, 2610), (590, 530, 650), (5031, 4971, 5091), (5784, 5724, 5844), (2867, 2807, 2927), (376, 316, 436), (1860, 1800, 1920)]",-0.09074159198574633
"[(2147, 2087, 2207), (376, 316, 436), (5784, 5724, 5844), (2550, 2490, 2610), (4501, 4441, 4561), (3884, 3824, 3944), (5031, 4971, 5091), (2550, 2490, 2610), (22, 0, 82), (5597, 5537, 5657), (3884, 3824, 3944), (376, 316, 436), (5784, 5724, 5844)]",-0.0724860435298521
"[(5784, 5724, 5844), (376, 316, 436), (2147, 2087, 2207), (5597, 5537, 5657), (4501, 4441, 4561), (4501, 4441, 4561), (2867, 2807, 2927), (22, 0, 82), (5597, 5537, 5657), (4724, 4664, 4784), (5597, 5537, 5657), (2147, 2087, 2207), (2550, 2490, 2610)]",-0.14981205552325808
"[(5031, 4971, 5091), (4724, 4664, 4784), (2147, 2087, 2207), (4724, 4664, 4784), (1860, 1800, 1920), (376, 316, 436), (2550, 2490, 2610), (4501, 4441, 4561), (590, 530, 650), (2147, 2087, 2207), (5597, 5537, 5657), (590, 530, 650), (2550, 2490, 2610)]",-0.06885323265691357
"[(5597, 5537, 5657), (5784, 5724, 5844), (5597, 5537, 5657), (1860, 1800, 1920), (5031, 4971, 5091), (5784, 5724, 5844), (3884, 3824, 3944), (2867, 2807, 2927), (4724, 4664, 4784), (5597, 5537, 5657), (590, 530, 650), (2867, 2807, 2927), (1860, 1800, 1920)]",-0.09782863463831087
"[(5784, 5724, 5844), (5031, 4971, 5091), (3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (2550, 2490, 2610), (376, 316, 436), (376, 316, 436), (376, 316, 436), (2550, 2490, 2610), (590, 530, 650), (3884, 3824, 3944), (2147, 2087, 2207)]",-0.016032726457202495
"[(5784, 5724, 5844), (2147, 2087, 2207), (4501, 4441, 4561), (4724, 4664, 4784), (4724, 4664, 4784), (5597, 5537, 5657), (5597, 5537, 5657), (2550, 2490, 2610), (3884, 3824, 3944), (1860, 1800, 1920), (22, 0, 82), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.08732648981834687
"[(5597, 5537, 5657), (376, 316, 436), (1860, 1800, 1920), (22, 0, 82), (2147, 2087, 2207), (4501, 4441, 4561), (2867, 2807, 2927), (5784, 5724, 5844), (5784, 5724, 5844), (376, 316, 436), (5597, 5537, 5657), (5597, 5537, 5657), (2147, 2087, 2207)]",-0.17301125886329388
"[(3884, 3824, 3944), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610), (5784, 5724, 5844), (4501, 4441, 4561), (2550, 2490, 2610), (376, 316, 436), (2550, 2490, 2610), (2867, 2807, 2927), (2147, 2087, 2207), (22, 0, 82), (5597, 5537, 5657)]",-0.15137274865042494
"[(4724, 4664, 4784), (5031, 4971, 5091), (2147, 2087, 2207), (590, 530, 650), (5597, 5537, 5657), (2147, 2087, 2207), (3884, 3824, 3944), (3884, 3824, 3944), (590, 530, 650), (22, 0, 82), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091)]",-0.08910675381263616
"[(5784, 5724, 5844), (5597, 5537, 5657), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091), (4724, 4664, 4784), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82), (1860, 1800, 1920), (5597, 5537, 5657), (1860, 1800, 1920), (2147, 2087, 2207)]",-0.07750425849210948
"[(2550, 2490, 2610), (5784, 5724, 5844), (5784, 5724, 5844), (22, 0, 82), (4724, 4664, 4784), (22, 0, 82), (2147, 2087, 2207), (2147, 2087, 2207), (2550, 2490, 2610), (1860, 1800, 1920), (4724, 4664, 4784), (2550, 2490, 2610), (376, 316, 436)]",-0.036819172113289805
"[(5597, 5537, 5657), (5031, 4971, 5091), (3884, 3824, 3944), (5784, 5724, 5844), (22, 0, 82), (2867, 2807, 2927), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927), (5597, 5537, 5657), (5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091)]",-0.11796633839983173
"[(1860, 1800, 1920), (22, 0, 82), (2550, 2490, 2610), (1860, 1800, 1920), (1860, 1800, 1920), (22, 0, 82), (4724, 4664, 4784), (590, 530, 650), (5784, 5724, 5844), (4501, 4441, 4561), (22, 0, 82), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.004139433551198252
"[(22, 0, 82), (2867, 2807, 2927), (1860, 1800, 1920), (376, 316, 436), (3884, 3824, 3944), (4501, 4441, 4561), (376, 316, 436), (4501, 4441, 4561), (376, 316, 436), (2550, 2490, 2610), (1860, 1800, 1920), (4501, 4441, 4561), (590, 530, 650)]",-0.07005316337893402
"[(590, 530, 650), (1860, 1800, 1920), (5784, 5724, 5844), (376, 316, 436), (5597, 5537, 5657), (2867, 2807, 2927), (5597, 5537, 5657), (5597, 5537, 5657), (5031, 4971, 5091), (5597, 5537, 5657), (4724, 4664, 4784), (4501, 4441, 4561), (2147, 2087, 2207)]",-0.12970732317031272
"[(376, 316, 436), (2867, 2807, 2927), (5597, 5537, 5657), (590, 530, 650), (376, 316, 436), (3884, 3824, 3944), (5784, 5724, 5844), (590, 530, 650), (1860, 1800, 1920), (1860, 1800, 1920), (376, 316, 436), (2147, 2087, 2207), (5031, 4971, 5091)]",-0.13582822085889568
"[(4724, 4664, 4784), (2867, 2807, 2927), (5031, 4971, 5091), (4724, 4664, 4784), (5597, 5537, 5657), (376, 316, 436), (2550, 2490, 2610), (22, 0, 82), (22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.08806313660218684
"[(2550, 2490, 2610), (22, 0, 82), (5031, 4971, 5091), (2550, 2490, 2610), (3884, 3824, 3944), (4501, 4441, 4561), (590, 530, 650), (2147, 2087, 2207), (5597, 5537, 5657), (1860, 1800, 1920), (5784, 5724, 5844), (590, 530, 650), (376, 316, 436)]",-0.07880113227685093
"[(4724, 4664, 4784), (22, 0, 82), (376, 316, 436), (2147, 2087, 2207), (376, 316, 436), (1860, 1800, 1920), (22, 0, 82), (4724, 4664, 4784), (2550, 2490, 2610), (5597, 5537, 5657), (2550, 2490, 2610), (22, 0, 82), (5784, 5724, 5844)]",-0.09223366624742091
"[(2550, 2490, 2610), (1860, 1800, 1920), (2147, 2087, 2207), (2867, 2807, 2927), (376, 316, 436), (2550, 2490, 2610), (5784, 5724, 5844), (1860, 1800, 1920), (5031, 4971, 5091), (5031, 4971, 5091), (3884, 3824, 3944), (4724, 4664, 4784), (5597, 5537, 5657)]",-0.1108203576040393
"[(3884, 3824, 3944), (1860, 1800, 1920), (5031, 4971, 5091), (2147, 2087, 2207), (3884, 3824, 3944), (5597, 5537, 5657), (2867, 2807, 2927), (376, 316, 436), (5031, 4971, 5091), (590, 530, 650), (22, 0, 82), (2867, 2807, 2927), (376, 316, 436)]",-0.15014454204461286
"[(4724, 4664, 4784), (4724, 4664, 4784), (590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (376, 316, 436), (590, 530, 650), (3884, 3824, 3944), (22, 0, 82), (1860, 1800, 1920), (2550, 2490, 2610), (376, 316, 436), (2147, 2087, 2207)]",-0.08684134214181966
"[(2147, 2087, 2207), (5597, 5537, 5657), (590, 530, 650), (2147, 2087, 2207), (4501, 4441, 4561), (5784, 5724, 5844), (4501, 4441, 4561), (1860, 1800, 1920), (5784, 5724, 5844), (5031, 4971, 5091), (376, 316, 436), (22, 0, 82), (4501, 4441, 4561)]",-0.09318581815575502
"[(2867, 2807, 2927), (4501, 4441, 4561), (5597, 5537, 5657), (2147, 2087, 2207), (5597, 5537, 5657), (2147, 2087, 2207), (2867, 2807, 2927), (2867, 2807, 2927), (5597, 5537, 5657), (376, 316, 436), (2867, 2807, 2927), (5784, 5724, 5844), (5784, 5724, 5844)]",-0.18130374610736882
"[(1860, 1800, 1920), (22, 0, 82), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (5031, 4971, 5091), (2147, 2087, 2207), (2147, 2087, 2207), (376, 316, 436), (5597, 5537, 5657), (2147, 2087, 2207), (2867, 2807, 2927)]",-0.14747249880649824
"[(4501, 4441, 4561), (376, 316, 436), (590, 530, 650), (22, 0, 82), (5597, 5537, 5657), (5784, 5724, 5844), (5597, 5537, 5657), (1860, 1800, 1920), (5597, 5537, 5657), (5784, 5724, 5844), (5031, 4971, 5091), (2867, 2807, 2927), (1860, 1800, 1920)]",-0.11369048093080303
"[(1860, 1800, 1920), (590, 530, 650), (3884, 3824, 3944), (2147, 2087, 2207), (2550, 2490, 2610), (2867, 2807, 2927), (4724, 4664, 4784), (22, 0, 82), (4724, 4664, 4784), (3884, 3824, 3944), (5597, 5537, 5657), (590, 530, 650), (376, 316, 436)]",-0.14719390953193204
"[(5784, 5724, 5844), (5031, 4971, 5091), (2147, 2087, 2207), (4724, 4664, 4784), (2147, 2087, 2207), (2867, 2807, 2927), (22, 0, 82), (5784, 5724, 5844), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (590, 530, 650), (5597, 5537, 5657)]",-0.1534873256934434
"[(1860, 1800, 1920), (5784, 5724, 5844), (4501, 4441, 4561), (2147, 2087, 2207), (22, 0, 82), (2147, 2087, 2207), (5784, 5724, 5844), (5784, 5724, 5844), (2147, 2087, 2207), (5031, 4971, 5091), (590, 530, 650), (22, 0, 82), (2147, 2087, 2207)]",-0.04374727668845316
"[(5784, 5724, 5844), (1860, 1800, 1920), (5597, 5537, 5657), (590, 530, 650), (5597, 5537, 5657), (2147, 2087, 2207), (590, 530, 650), (4501, 4441, 4561), (4501, 4441, 4561), (2867, 2807, 2927), (5597, 5537, 5657), (2147, 2087, 2207), (3884, 3824, 3944)]",-0.16419886111659132
"[(5597, 5537, 5657), (4501, 4441, 4561), (5597, 5537, 5657), (5597, 5537, 5657), (2867, 2807, 2927), (2867, 2807, 2927), (5784, 5724, 5844), (22, 0, 82), (5784, 5724, 5844), (3884, 3824, 3944), (2550, 2490, 2610), (376, 316, 436), (376, 316, 436)]",-0.11587388309538009
"[(376, 316, 436), (3884, 3824, 3944), (376, 316, 436), (5031, 4971, 5091), (5031, 4971, 5091), (5031, 4971, 5091), (376, 316, 436), (3884, 3824, 3944), (2550, 2490, 2610), (2550, 2490, 2610), (4501, 4441, 4561), (2867, 2807, 2927), (4501, 4441, 4561)]",-0.02388856271884865
"[(22, 0, 82), (5597, 5537, 5657), (5784, 5724, 5844), (4501, 4441, 4561), (22, 0, 82), (5031, 4971, 5091), (2550, 2490, 2610), (3884, 3824, 3944), (5784, 5724, 5844), (5031, 4971, 5091), (376, 316, 436), (3884, 3824, 3944), (5597, 5537, 5657)]",-0.029984312543232833
"[(1860, 1800, 1920), (2550, 2490, 2610), (5031, 4971, 5091), (4501, 4441, 4561), (22, 0, 82), (22, 0, 82), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (2550, 2490, 2610), (2147, 2087, 2207), (2550, 2490, 2610), (4724, 4664, 4784)]",-0.13738661612340625
"[(4501, 4441, 4561), (590, 530, 650), (1860, 1800, 1920), (1860, 1800, 1920), (4724, 4664, 4784), (3884, 3824, 3944), (4724, 4664, 4784), (3884, 3824, 3944), (4724, 4664, 4784), (2867, 2807, 2927), (5031, 4971, 5091), (3884, 3824, 3944), (4724, 4664, 4784)]",-0.04341561207868694
"[(5784, 5724, 5844), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82), (5031, 4971, 5091), (5784, 5724, 5844), (590, 530, 650), (4501, 4441, 4561), (22, 0, 82), (376, 316, 436), (1860, 1800, 1920), (5597, 5537, 5657), (376, 316, 436)]",-0.09318581815575502
"[(1860, 1800, 1920), (1860, 1800, 1920), (4724, 4664, 4784), (5597, 5537, 5657), (3884, 3824, 3944), (5784, 5724, 5844), (4501, 4441, 4561), (3884, 3824, 3944), (5031, 4971, 5091), (590, 530, 650), (2147, 2087, 2207), (5031, 4971, 5091), (376, 316, 436)]",-0.07002573376186763
"[(2867, 2807, 2927), (5597, 5537, 5657), (4501, 4441, 4561), (5784, 5724, 5844), (22, 0, 82), (3884, 3824, 3944), (2550, 2490, 2610), (5031, 4971, 5091), (2147, 2087, 2207), (4724, 4664, 4784), (590, 530, 650), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.1311457342397735
"[(3884, 3824, 3944), (3884, 3824, 3944), (5597, 5537, 5657), (2550, 2490, 2610), (2550, 2490, 2610), (5597, 5537, 5657), (3884, 3824, 3944), (2550, 2490, 2610), (5597, 5537, 5657), (1860, 1800, 1920), (5597, 5537, 5657), (2147, 2087, 2207), (1860, 1800, 1920)]",-0.09515193511959757
"[(22, 0, 82), (22, 0, 82), (4501, 4441, 4561), (590, 530, 650), (590, 530, 650), (5784, 5724, 5844), (4724, 4664, 4784), (2550, 2490, 2610), (4724, 4664, 4784), (5597, 5537, 5657), (376, 316, 436), (3884, 3824, 3944), (5597, 5537, 5657)]",-0.05180418733923184
"[(4501, 4441, 4561), (4501, 4441, 4561), (590, 530, 650), (2147, 2087, 2207), (22, 0, 82), (2550, 2490, 2610), (5031, 4971, 5091), (5597, 5537, 5657), (376, 316, 436), (2147, 2087, 2207), (590, 530, 650), (2867, 2807, 2927), (590, 530, 650)]",-0.14784500951668006
"[(1860, 1800, 1920), (2867, 2807, 2927), (22, 0, 82), (4501, 4441, 4561), (2147, 2087, 2207), (590, 530, 650), (5031, 4971, 5091), (3884, 3824, 3944), (2147, 2087, 2207), (5597, 5537, 5657), (2550, 2490, 2610), (5784, 5724, 5844), (3884, 3824, 3944)]",-0.13473485463699855
"[(2867, 2807, 2927), (5784, 5724, 5844), (2147, 2087, 2207), (5597, 5537, 5657), (5031, 4971, 5091), (376, 316, 436), (4501, 4441, 4561), (1860, 1800, 1920), (2867, 2807, 2927), (2147, 2087, 2207), (590, 530, 650), (2867, 2807, 2927), (590, 530, 650)]",-0.14018876828692783
"[(2867, 2807, 2927), (22, 0, 82), (2550, 2490, 2610), (2147, 2087, 2207), (5031, 4971, 5091), (22, 0, 82), (376, 316, 436), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (5031, 4971, 5091), (4501, 4441, 4561)]",-0.0852020154777346
"[(22, 0, 82), (4724, 4664, 4784), (1860, 1800, 1920), (590, 530, 650), (1860, 1800, 1920), (22, 0, 82), (2147, 2087, 2207), (5597, 5537, 5657), (5784, 5724, 5844), (2550, 2490, 2610), (4724, 4664, 4784), (22, 0, 82), (2550, 2490, 2610)]",-0.10533653556846329
"[(2147, 2087, 2207), (5784, 5724, 5844), (2867, 2807, 2927), (4724, 4664, 4784), (2147, 2087, 2207), (5784, 5724, 5844), (5784, 5724, 5844), (5784, 5724, 5844), (5784, 5724, 5844), (22, 0, 82), (2550, 2490, 2610), (3884, 3824, 3944), (4724, 4664, 4784)]",-0.10840958605664483
"[(1860, 1800, 1920), (5784, 5724, 5844), (4724, 4664, 4784), (3884, 3824, 3944), (5597, 5537, 5657), (3884, 3824, 3944), (590, 530, 650), (1860, 1800, 1920), (2147, 2087, 2207), (1860, 1800, 1920), (2147, 2087, 2207), (3884, 3824, 3944), (5784, 5724, 5844)]",-0.09752237651378545
"[(22, 0, 82), (4724, 4664, 4784), (1860, 1800, 1920), (5031, 4971, 5091), (4724, 4664, 4784), (4724, 4664, 4784), (5597, 5537, 5657), (2550, 2490, 2610), (5784, 5724, 5844), (2147, 2087, 2207), (5031, 4971, 5091), (4501, 4441, 4561), (2550, 2490, 2610)]",-0.07582882717868261
"[(2550, 2490, 2610), (1860, 1800, 1920), (3884, 3824, 3944), (2550, 2490, 2610), (3884, 3824, 3944), (4724, 4664, 4784), (376, 316, 436), (5784, 5724, 5844), (22, 0, 82), (2147, 2087, 2207), (1860, 1800, 1920), (376, 316, 436), (2550, 2490, 2610)]",-0.032343686975359415
"[(2147, 2087, 2207), (5031, 4971, 5091), (1860, 1800, 1920), (590, 530, 650), (1860, 1800, 1920), (2147, 2087, 2207), (3884, 3824, 3944), (22, 0, 82), (4501, 4441, 4561), (2147, 2087, 2207), (4724, 4664, 4784), (3884, 3824, 3944), (2147, 2087, 2207)]",-0.034436142279811066
"[(2550, 2490, 2610), (376, 316, 436), (4724, 4664, 4784), (5597, 5537, 5657), (3884, 3824, 3944), (1860, 1800, 1920), (376, 316, 436), (22, 0, 82), (5031, 4971, 5091), (3884, 3824, 3944), (5597, 5537, 5657), (5784, 5724, 5844), (590, 530, 650)]",-0.03743226798262109
"[(376, 316, 436), (4501, 4441, 4561), (4501, 4441, 4561), (1860, 1800, 1920), (5784, 5724, 5844), (4501, 4441, 4561), (22, 0, 82), (5784, 5724, 5844), (5031, 4971, 5091), (4501, 4441, 4561), (2147, 2087, 2207), (5597, 5537, 5657), (5031, 4971, 5091)]",-0.08712168831114667
"[(3884, 3824, 3944), (590, 530, 650), (5784, 5724, 5844), (590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (590, 530, 650), (2147, 2087, 2207), (4724, 4664, 4784), (2867, 2807, 2927), (2550, 2490, 2610), (22, 0, 82), (4724, 4664, 4784)]",-0.1078351344679021
"[(22, 0, 82), (2550, 2490, 2610), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844), (1860, 1800, 1920), (5784, 5724, 5844), (5784, 5724, 5844), (590, 530, 650), (3884, 3824, 3944), (5597, 5537, 5657), (3884, 3824, 3944), (1860, 1800, 1920)]",-0.06387799564270152
"[(376, 316, 436), (590, 530, 650), (5784, 5724, 5844), (4501, 4441, 4561), (590, 530, 650), (5784, 5724, 5844), (2550, 2490, 2610), (5784, 5724, 5844), (1860, 1800, 1920), (5031, 4971, 5091), (4724, 4664, 4784), (3884, 3824, 3944), (590, 530, 650)]",0.024945729117508253
"[(3884, 3824, 3944), (3884, 3824, 3944), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944), (1860, 1800, 1920), (590, 530, 650), (22, 0, 82), (5031, 4971, 5091), (1860, 1800, 1920), (5597, 5537, 5657), (22, 0, 82), (22, 0, 82)]",-0.09629629629629632
"[(376, 316, 436), (2147, 2087, 2207), (2867, 2807, 2927), (1860, 1800, 1920), (5784, 5724, 5844), (3884, 3824, 3944), (4724, 4664, 4784), (2550, 2490, 2610), (22, 0, 82), (4501, 4441, 4561), (376, 316, 436), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.09095180025655539
"[(4724, 4664, 4784), (5597, 5537, 5657), (2867, 2807, 2927), (5031, 4971, 5091), (5031, 4971, 5091), (2550, 2490, 2610), (2550, 2490, 2610), (5597, 5537, 5657), (1860, 1800, 1920), (4724, 4664, 4784), (4724, 4664, 4784), (1860, 1800, 1920), (4501, 4441, 4561)]",-0.09003993179453385
"[(590, 530, 650), (2867, 2807, 2927), (5031, 4971, 5091), (5784, 5724, 5844), (1860, 1800, 1920), (2867, 2807, 2927), (5784, 5724, 5844), (3884, 3824, 3944), (5597, 5537, 5657), (2550, 2490, 2610), (590, 530, 650), (2550, 2490, 2610), (3884, 3824, 3944)]",-0.09560280387227105
"[(22, 0, 82), (5031, 4971, 5091), (2867, 2807, 2927), (376, 316, 436), (5784, 5724, 5844), (376, 316, 436), (22, 0, 82), (4501, 4441, 4561), (2147, 2087, 2207), (3884, 3824, 3944), (4724, 4664, 4784), (1860, 1800, 1920), (5597, 5537, 5657)]",-0.12398634539084435
"[(2867, 2807, 2927), (1860, 1800, 1920), (4724, 4664, 4784), (2550, 2490, 2610), (5784, 5724, 5844), (22, 0, 82), (2147, 2087, 2207), (2867, 2807, 2927), (1860, 1800, 1920), (590, 530, 650), (4501, 4441, 4561), (376, 316, 436), (376, 316, 436)]",-0.1043924664394898
"[(590, 530, 650), (376, 316, 436), (5784, 5724, 5844), (376, 316, 436), (2550, 2490, 2610), (22, 0, 82), (376, 316, 436), (2550, 2490, 2610), (5597, 5537, 5657), (590, 530, 650), (3884, 3824, 3944), (5031, 4971, 5091), (2550, 2490, 2610)]",-0.03854836509055293
"[(590, 530, 650), (5597, 5537, 5657), (4724, 4664, 4784), (22, 0, 82), (5031, 4971, 5091), (4501, 4441, 4561), (1860, 1800, 1920), (5031, 4971, 5091), (1860, 1800, 1920), (22, 0, 82), (5784, 5724, 5844), (3884, 3824, 3944), (1860, 1800, 1920)]",-0.0462773455231785
"[(2550, 2490, 2610), (2867, 2807, 2927), (5597, 5537, 5657), (4501, 4441, 4561), (4724, 4664, 4784), (590, 530, 650), (5784, 5724, 5844), (590, 530, 650), (376, 316, 436), (3884, 3824, 3944), (5784, 5724, 5844), (1860, 1800, 1920), (590, 530, 650)]",-0.09515985838593893
"[(2550, 2490, 2610), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82), (3884, 3824, 3944), (3884, 3824, 3944), (5784, 5724, 5844), (5031, 4971, 5091), (590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (22, 0, 82), (2550, 2490, 2610)]",-0.05532375562362263
"[(2550, 2490, 2610), (590, 530, 650), (376, 316, 436), (22, 0, 82), (4724, 4664, 4784), (5784, 5724, 5844), (5031, 4971, 5091), (2550, 2490, 2610), (376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (2550, 2490, 2610), (5597, 5537, 5657)]",-0.07633346123113671
"[(376, 316, 436), (4724, 4664, 4784), (4501, 4441, 4561), (4724, 4664, 4784), (5597, 5537, 5657), (376, 316, 436), (4724, 4664, 4784), (5597, 5537, 5657), (3884, 3824, 3944), (2147, 2087, 2207), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944)]",-0.09222174403338368
"[(2147, 2087, 2207), (2147, 2087, 2207), (2867, 2807, 2927), (22, 0, 82), (4501, 4441, 4561), (2867, 2807, 2927), (2550, 2490, 2610), (3884, 3824, 3944), (22, 0, 82), (5784, 5724, 5844), (2550, 2490, 2610), (376, 316, 436), (2867, 2807, 2927)]",-0.10486346907878946
"[(2550, 2490, 2610), (590, 530, 650), (2147, 2087, 2207), (1860, 1800, 1920), (2550, 2490, 2610), (2147, 2087, 2207), (4724, 4664, 4784), (2550, 2490, 2610), (2147, 2087, 2207), (5784, 5724, 5844), (1860, 1800, 1920), (5597, 5537, 5657), (4501, 4441, 4561)]",-0.09109381033561148
"[(2550, 2490, 2610), (22, 0, 82), (5031, 4971, 5091), (5597, 5537, 5657), (4724, 4664, 4784), (5784, 5724, 5844), (4724, 4664, 4784), (3884, 3824, 3944), (376, 316, 436), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (2867, 2807, 2927)]",-0.08510142549066538
"[(2550, 2490, 2610), (5031, 4971, 5091), (376, 316, 436), (2867, 2807, 2927), (5031, 4971, 5091), (22, 0, 82), (5784, 5724, 5844), (4724, 4664, 4784), (3884, 3824, 3944), (2147, 2087, 2207), (590, 530, 650), (3884, 3824, 3944), (4501, 4441, 4561)]",-0.08502662474767397
"[(3884, 3824, 3944), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (1860, 1800, 1920), (4501, 4441, 4561), (4724, 4664, 4784), (376, 316, 436), (22, 0, 82), (2550, 2490, 2610), (5031, 4971, 5091), (5031, 4971, 5091), (4501, 4441, 4561)]",-0.026505347657463207
"[(5031, 4971, 5091), (376, 316, 436), (3884, 3824, 3944), (22, 0, 82), (2147, 2087, 2207), (4501, 4441, 4561), (2867, 2807, 2927), (4501, 4441, 4561), (5597, 5537, 5657), (1860, 1800, 1920), (590, 530, 650), (2147, 2087, 2207), (2550, 2490, 2610)]",-0.1322362467806677
